file_id,start_time,end_time,last_event,project_name,node,file_url,file_size,user,last_file_state,last_process_state,ended,livetime,Success,username,project_id,file_count,rate
44341256,1612778345.323,1612778486.134,consumed_file,miagarc_protodune-sp_runset_5786_reco_v09_09_01_v0_20210208032907,miagarc-16877149-0-fnpc7666.fnal.gov,root://fndca1.fnal.gov:1096/pnfs/fnal.gov/usr/dune/tape_backed/dunepro/protodune-sp/full-reconstructed/2020/detector/physics/PDSPProd4/00/00/57/86/np04_raw_run005786_0013_dl4_reco1_38360600_0_20201110T030402Z.root,4786982754,miagarc,consumed,active,True,140.81100010871887,True,miagarc,494483,0,33.99580111144736
44838925,1612778355.404,1612778410.408,consumed_file,miagarc_protodune-sp_runset_5786_reco_v09_09_01_v0_20210208032907,miagarc-16877201-0-fnpc19136.fnal.gov,root://fndca1.fnal.gov:1096/pnfs/fnal.gov/usr/dune/tape_backed/dunepro/protodune-sp/full-reconstructed/2020/detector/physics/PDSPProd4/00/00/57/86/np04_raw_run005786_0121_dl6_reco1_39132925_0_20201112T111551Z.root,4917614969,miagarc,consumed,active,True,55.00399994850159,True,miagarc,494483,0,89.40467917977236
44587018,1612778361.181,1612778404.211,consumed_file,miagarc_protodune-sp_runset_5786_reco_v09_09_01_v0_20210208032907,miagarc-16877153-0-fnpc7612.fnal.gov,root://fndca1.fnal.gov:1096/pnfs/fnal.gov/usr/dune/tape_backed/dunepro/protodune-sp/full-reconstructed/2020/detector/physics/PDSPProd4/00/00/57/86/np04_raw_run005786_0117_dl11_reco1_39133080_0_20201111T041239Z.root,4889385663,miagarc,consumed,active,True,43.02999997138977,True,miagarc,494483,0,113.62736849293296
44367900,1612778478.338,1612778558.309,consumed_file,miagarc_protodune-sp_runset_5786_reco_v09_09_01_v0_20210208032907,miagarc-16877209-0-fnpc7647.fnal.gov,root://fndca1.fnal.gov:1096/pnfs/fnal.gov/usr/dune/tape_backed/dunepro/protodune-sp/full-reconstructed/2020/detector/physics/PDSPProd4/00/00/57/86/np04_raw_run005786_0044_dl8_reco1_38361601_0_20201110T044129Z.root,4872683656,miagarc,consumed,active,True,79.97099995613098,True,miagarc,494483,0,60.93063308790646
44601375,1612778494.34,1612778565.054,consumed_file,miagarc_protodune-sp_runset_5786_reco_v09_09_01_v0_20210208032907,miagarc-16877210-0-fnpc9051.fnal.gov,root://fndca1.fnal.gov:1096/pnfs/fnal.gov/usr/dune/tape_backed/dunepro/protodune-sp/full-reconstructed/2020/detector/physics/PDSPProd4/00/00/57/86/np04_raw_run005786_0118_dl3_reco1_39134196_0_20201111T042434Z.root,4731028200,miagarc,consumed,active,True,70.71399998664856,True,miagarc,494483,0,66.90369942151851
44517413,1612778495.024,1612778605.765,consumed_file,miagarc_protodune-sp_runset_5786_reco_v09_09_01_v0_20210208032907,miagarc-16877205-0-fnpc9107.fnal.gov,root://fndca1.fnal.gov:1096/pnfs/fnal.gov/usr/dune/tape_backed/dunepro/protodune-sp/full-reconstructed/2020/detector/physics/PDSPProd4/00/00/57/86/np04_raw_run005786_0089_dl1_reco1_39133729_0_20201111T042116Z.root,4812060522,miagarc,consumed,active,True,110.74100017547607,True,miagarc,494483,0,43.45328753013778
44564517,1612778495.012,1612778568.455,consumed_file,miagarc_protodune-sp_runset_5786_reco_v09_09_01_v0_20210208032907,miagarc-16877198-0-fnpc9107.fnal.gov,root://fndca1.fnal.gov:1096/pnfs/fnal.gov/usr/dune/tape_backed/dunepro/protodune-sp/full-reconstructed/2020/detector/physics/PDSPProd4/00/00/57/86/np04_raw_run005786_0057_dl6_reco1_39134812_0_20201111T043642Z.root,4759576319,miagarc,consumed,active,True,73.44299983978271,True,miagarc,494483,0,64.80639855919699
44333087,1612778497.938,1612778992.615,consumed_file,miagarc_protodune-sp_runset_5786_reco_v09_09_01_v0_20210208032907,miagarc-16877124-0-fnpc9017.fnal.gov,root://fndca1.fnal.gov:1096/pnfs/fnal.gov/usr/dune/tape_backed/dunepro/protodune-sp/full-reconstructed/2020/detector/physics/PDSPProd4/00/00/57/86/np04_raw_run005786_0013_dl10_reco1_38360001_0_20201110T025802Z.root,4824723048,miagarc,consumed,active,True,494.67700004577637,True,miagarc,494483,0,9.753279508757291
44589096,1612778537.382,1612778575.299,consumed_file,miagarc_protodune-sp_runset_5786_reco_v09_09_01_v0_20210208032907,miagarc-16877216-0-fnpc7654.fnal.gov,root://fndca1.fnal.gov:1096/pnfs/fnal.gov/usr/dune/tape_backed/dunepro/protodune-sp/full-reconstructed/2020/detector/physics/PDSPProd4/00/00/57/86/np04_raw_run005786_0146_dl3_reco1_39133385_0_20201111T041552Z.root,4862916293,miagarc,consumed,active,True,37.91700005531311,True,miagarc,494483,0,128.2516097240289
44517421,1612778568.404,1612778616.299,consumed_file,miagarc_protodune-sp_runset_5786_reco_v09_09_01_v0_20210208032907,miagarc-16877247-0-fnpc7638.fnal.gov,root://fndca1.fnal.gov:1096/pnfs/fnal.gov/usr/dune/tape_backed/dunepro/protodune-sp/full-reconstructed/2020/detector/physics/PDSPProd4/00/00/57/86/np04_raw_run005786_0147_dl2_reco1_39133449_0_20201111T041655Z.root,4847460423,miagarc,consumed,active,True,47.894999980926514,True,miagarc,494483,0,101.2101560691185
